id,comment_text,severe_toxic,obscene,threat,insult,identity_hate,toxic
dd1ce3911c27f18f, your ga nomination of grey s anatomy  season the article grey s anatomy  season you nominated as a good article has passed see talk grey s anatomy  season for comments about the article  well done there is a backlog of articles waiting for review  why not help out and review a nominated article yourself talk ,0.0,0.0,0.0,0.0,0.0,0.0
04b92907a0db6e77,evan blass  update i have made the following comment on the talk page for evan blass let the record show that as of november eight days after editor user lix threatened an investigation into my integrity as a contributor to this page  he still has not initiated the investigation or provided an update on its status  i eagerly accept any investigation in order to prove my innocence  however user lix evidently deems it appropriate to make public allegations without following through  editors to this page should take careful note that,0.0,0.0,0.0,0.0,0.0,0.0
9a70f2c3b9d16f5b,  dear federico  when i have the time  and i promise i ll make the time  i ll delete any true ad hominem remarks dense would be a good example not only do they not belong on wikipedia  but as a student of logic  it is a classic logical fallacy to use an ad hominem remark to form an argument  but as i said  i feel passionately about the subject  and it has brought out the worst in me however  certain comments i will not remove  a claim of hypocrisy is not an ad hominem remark  it s a statement that one s views are contradictory  that proposes one standard for one case  and another standard for another  as such hypocrisy is not an ad hominem remark  rather it is used to describe inconsistent statements or behaviour for example  you mention that you have to show me where the statistics of historians opinions about hiroshima and nagasaki decision is  does it include soviet historians  japanese historians  chinese historians  south american historians  east and west european historians  africans historians  arab  indian historians  or only include u s  army historians  even in that case  opinion of the majority is still opinion  not fact  fair enough  but later on you say it s been stated many times that the americans were only thinking of saving american lives through the a bomb  the japanese never came into it  they did not care at all about japanese lives  so your reasoning is invalid  who said this  you impose such high criteria for my statement that the a bomb saved human lives  requiring experts from all over the world  but soon after you baldly assert that my reasoning is invalid because it s been stated many times  stated many times by who  according to your very own criteria  you need to provide evidence from soviet historians  japanese historians  chinese historians  south american historians  east and west european historians  africans historians  arab and indian historians  but you don t  you merely state it s been stated many times therefore my reasoning is invalid  apparently loomis has to provide sources  but we can take federico s word for it w hate ver he says  that  my dear friend  is hypocrisy  and you  my dear friend  are a hypocrite for reasoning in such a way  calling you a hypocrite is therefore not an ad hominem remark and i therefore will not remove it and by the way  thank you for pointing out my typo when i put a k in the word recognize again  it seems that when loomis makes the slightest spelling typo  its fair game to point it out  but when federico makes numerous spelling  grammar  syntactical etc  mistakes  its impolite to recognize and show sensitivity towards the fact that english is not federico s first language i have more to say but unfortunately i have an appointment  hopefully i ll get back in time to finish this before you read it  in the mean time  i truly mean it when i say that i consider myself a soft spoken  agreeable person  isn t all this mea culpa proof on anything  speak to you later and all the best  ,0.0,0.0,0.0,0.0,0.0,0.0
25fe5bd99e7f4ffd,i don t think you people get it  metalcore is a genre that incorporates mixes of extreme metal music and hardcore punk music  where as deathcore is a mixture of metalcore and death metal music  they play under the genre metalcore as they use these blends  such as screamed and clean vocals  added in with a sound that is a fusion of hardcore punk and metal  i don t know where the genre melodic hardcore came in on this page  but it s wrong  i don t care if a website says it s that  it isn t true ,0.0,0.0,0.0,0.0,0.0,0.0
bdfd40a86c88abe1,final point  i was planning on moving the tables of article grading wp wp math wp into seperate pages  wikipedia wikiproject mathematics wikipedia basics  etc would this affect mathbot s workings ,0.0,0.0,0.0,0.0,0.0,0.0
bf53a381d4b89dd4, hi  i was a vandal attacking ,0.0,0.0,0.0,0.0,0.0,0.0
2cb77c4c13b85f89, i have to say this though  as it made me laugh  at some point in this farce  someone pointed me to wikipedia manual of style lead section  what did i find the notability of the article s subject is usually established in the first few sentences  all i can say is  my version complied with that  easily  the current version not so much  unless there s something about the referee or the half time score or the fact both teams were undefeated that is extremely relevant here  ,0.0,0.0,0.0,0.0,0.0,0.0
ce14b278886016aa, not much of an editor at this point every wikipedia user pretty much celebrated upon hearing this news xeworlebi  the fact still remains that if you personally disagreed with someone s input  you completely obliterated the contribution  evidently  you were incapable of considering the time spent writing the entries you capriciously deleted at a whim  would it have been that arduous for you to have analyzed the differences and inserted the few lines you felt so passionately about  was it too excruciating for you to trounce your self endowed god complex on this completely free and volunteer site  your idiosyncratic amputations dispirited the desires of countless individuals able to provide a plethora of valuable information  preceding unsigned comment added by ,0.0,0.0,0.0,0.0,0.0,0.0
0438fcf560a24c97, i concur this is a huge improvement over the pov fork it was previously i ll put in my two cents shortly one minor quibble  my understanding was that tacitus never uses the term christian  rather he used the term chrestus as a proper name  blaming his followers for the disturbances in rome  ,0.0,0.0,0.0,0.0,0.0,0.0
542eedca06a41ff8, studia humanitates the humane studies  according to cicero rationale for humane studies  letters si ex his studiis delectatio sola peteretur  tamen  ut opinor  hanc animi remissionem humanissimam ac liberalissimam iudicaretis  nam ceterae neque temporum sunt neque aetatum omnium neque locorum  at haec studia adulescentiam alunt  senectutem oblectant  res secundas ornant  adversis perfugium ac solacium praebent  delectant domi  non impediunt foris  pernoctant nobiscum  peregrinantur  rusticantur  even if mere entertainment were our only objective in the study of literature  you would still  in my opinion  regard this pursuit as the most humanizing and liberating of intellectual activities  for no other pursuit is appropriate to all times  all ages  all situations  but this study nurtures our youth  delights our old age  brightens the good times  and provides a refuge and comfort in bad times  literature brings us pleasure at home  does not hamper us at work  and is the companion of our nights  our travels  our country retreats  cicero  pro archia archia poeta cicero speaks elsewhere  in his treatises de officiis and de republica  on the ethics of war  acknowledging that war is sometimes inevitable but that the first recourse in international conflict resolution should always be to negotiation rather than to violence  cum illud proprium sit hominis  hoc belvarum since the one course of action is appropriate to humankind  the other to beasts  de off in the middle ages  law students studied rhetoric  or the art of persuasion  as an essential technique of their profession  in the renaissance  however  beginning with petrarch  c there was a movement to focus on the philosophical purpose of persuasion  which was to lead men to wisdom  virtue the humanists looked to cicero and other latin authors as their guides  both stylistic and philosophical  teachers of rhetoric  called dictatores  began also to write treatises on government  they also called into question more traditional medieval educational programs  which had become a very theoretical and technical study devoted to the fine points of aristotelean logic and syllogisms  and which featured incorrect and sloppy latin the subjects of the studia humanitatis of classical tradition are  poetry  see above rhetoric  developing a polished style history  which teaches prudence  one of the most important political virtues and ancient moral and political philosophy  see quentin skinner  visions of politics  vol  i  renaissance virtues  cambridge university press p the virtues essential for the citizens and leaders of a well ordered commonwealth comprise  prudence  fortitude  courage temperance  and justice  to which magnanimity  a stoic  or senecan virtue  was sometimes added see skinner  p the heavenly virtues of faith  hope  and charity were above  but did not supersede these  rather they completed them  in the renaissance it was thought that virtue rather than birth constituted true nobility humanistic study of ancient texts used comparative analysis  and achieved great things  comparing the style of one textual copy to another of the same work  for example  they could detect inconsistencies and error  comparing texts of different authors  they learned to identify different styles and periods  the continued use of this form of analysis eventually  very slowly  led to a new way of viewing history as embodying to continuous change and development  of  languages  works of art and literature  as well as of institution  this kind of thinking gradually undermined the former view of humanity and its works as uniform and unchanging  it is not the same as experimental science  but it is a kind of thinking essential to any kind of rational knowledge ,0.0,0.0,0.0,0.0,0.0,0.0
2f2bfff77b425622,redirect user talk arre december archive,0.0,0.0,0.0,0.0,0.0,0.0
391428943690d57d,you re a mother  fuck  ing homo try getting a life  you delete perfectly good articles for no good reason then insult the maker of the account  it s your own fault everyone s been attacking you  you good for nothing fuck and fuck this filter that tried to stop me  it can t protect you from the truth  this is going to keep happening  from me  from the people you fuck  ed over  from their friends  and stop salting your hair you freak  you look like a goddamned hobo ,1.0,1.0,0.0,1.0,0.0,1.0
0aeecdd18a6b8ea8,my actual site go to user rheavin ,0.0,0.0,0.0,0.0,0.0,0.0
025c654709044c3e,i appreciate your input  i will work hard to put together the kind of research we need to improve this article ,0.0,0.0,0.0,0.0,0.0,0.0
6469ed21477385ce, the pig material was appropriately removed  shark rewrite i have rewritten the shark material to reflect what actually happen and remove puffery restored recently with the sole purpose of making egyptians in general look as stupid and shiftily conspiratorial as possible  the current section is a neutral summary of events  using non partisan sources  ,0.0,0.0,0.0,0.0,0.0,0.0
e75ae2bd59889c5d,  i intended to suggest a preference for leaving it out  whether or not that was clear  so long as the material is put back in the family  education and career section that seems at the least to be capable of garnering consensus i m not entirely comfortable with the word idenitifying otherwise  as it suggests that they are identifying him as part of this debate that is  why i left it out in the first place  since it isn t an appropriate comment on the debate  and doesn t provide new information  otherwise  i don t think we should give the false impression that people are making an issue of this when they aren t  or giving excessive or repetitive focus to the issue in parts of his biography where the reliable sources don t support it if i read all of this correctly  though  the simplest answer seems still to take the whole sentence out and put the paragraph back in the section on family  education  and career  ,0.0,0.0,0.0,0.0,0.0,0.0
56e7464e435fc7ad,  november utc you are really trying to force a meaning into the c that is simply not there theis is the heart of the problem  who forced a meaning into the second commandment i or the falsifier rabbis do you mean that you blinly believe and quote an obviously falsified texts just because they are orthodox interpretations  in other words  are you totally castrated  including guts  or simply circumcised i repeat my great source is the mere text of the second commandment and i say that the no wiki rule shoiuld require a better source  so that any wikipedist may take the second commandment as specific reference  especially if this wikipedist chooses the orhodox rabbis trans lation  paris  editions colbo  french rabbinate  sigismond ,0.0,0.0,0.0,0.0,0.0,0.0
7869c3509d1897f5,you felt me crude and arrogant but you forgot the back ground  you first proposed maps deletion on commons and started voting with out a genuine reason  then before arriving at any consensus  you just started deleting it from pakistani district pages ignoring the fact that you belong to rival country india  adding fuel to proceedings you by your own self concluded that i have synthesized map which i proved wrong through valid argument again and again  you started editing my talk page with out professionally discussing on the commons page the areas of map which in your opinion are wrong representation  i again well come you on professional discussion on the commons page if you are a linguist  thanks,0.0,0.0,0.0,0.0,0.0,0.0
4ade1e1c97648268,you started it  lol  there would not have been an edit war  if there were no participants  that includes you and your other account  balthazarduju  so bring it on ,0.0,0.0,0.0,0.0,0.0,0.0
d1843763d1ca403e,never the less  at the end of the day you were still  block  for violating a discretionary sanction  despite your assertion of vague formulations of the original  rr article remedy which was imposed on january as such you should be logged like the others who have similarly violated the  rr restriction  as much as i don t like this blanket restriction on past violators  and i include myself here it should be applied equally without exception ,0.0,0.0,0.0,0.0,0.0,0.0
742b557574ae9065,the duke of b s presentation  right  has some with pattens worn  or there s a print in s commons cat with pattens alongside  i m sure there are others ,0.0,0.0,0.0,0.0,0.0,0.0
7ecebbfcfb4e50e9,months  syttende mai they don t capitalize months in norwegian ,0.0,0.0,0.0,0.0,0.0,0.0
77637ae5ac375f24,block log info your account or ip address has been  block  from editing  you were  block  by for the following reason  see our blocking policy persistant personal attacks and constant harassment of another editor your ip address is ,0.0,0.0,0.0,0.0,0.0,0.0
61f4a785c3c30f03, well  we ve disposed of the first paragraph  partly merged and partly shown to be dubious the comment according to the playwright christopher marlowe as reported by the informer richard baines can probably be backed up by a more reliable source  but it seems hearsay that tells us nothing about the subject of this article  and quite possibly not even about marlowe  although i note it is mentioned in  sex ity of jesus the third paragraph  about a  gay  religious organisation in new york  also seems irrelevant here  so i don t see that anything needs to be added back in  ,0.0,0.0,0.0,0.0,0.0,0.0
fa9800bfd8014afd,little hard of reading  are we  go back to your ludicrous pov pushing in your little walled garden  and take your ridiculous threats  racial stereotyping  posturing and bluffing with you  i am not afraid of you  but i have nothing to say to you and do not wish to read your ignorant garbage here  you are not welcome here  as i already pointed out  as you have requested of me in the past  i now ask you to stay off my talk page  thanks ,0.0,0.0,0.0,0.0,0.0,0.0
58d67ba8d7ba4e5f, regarding the speedy deletion of my entry for the resonance project  i am unfamiliar with this interface so hopefully this is the proper talk process  i have no affiliation with the resonance project aside from nassim haramein s lectures giving some validation to ideas i have been thinking about for a long time  but for which it has been hard to find reliable information about  at times the subject seems to have been suppressed by the science establishment either purposefully or just out of hubris  and anyone discussing the subject publicly ridiculed either way it s flat earth society type behaviour that i find objectionable i understand your points but disagree  particularly on the notability aspect i can easily find scores of entries regarding subjects of less notability than the resonance project on wikipedia i am suspicious of the motivation to so quickly suppress my expression of free speech in this so called community instead of offering a chance for me to bring my article into compliance with wikipedia standards you quickly deleted it  and by doing so silenced my opinions thats wrong and although a comment made by another editor stated that i had a chance to contest the speedy deletion i could find no such option when you have notability thresholds for a supposedly public community which rely on mainstream media to set the bar  and the mainstream media is owned and virtually controlled by a few select individuals and organizations with their own agendas  then you have a problem wikipedia you have a problem  and if i can t get entries for nassim haramein and the resonance project in i am going to begin a campaign to discredit and inform of the corruption of wikipedia  the not so free encyclopedia  wake up  wikipedia editors open your eyes and minds and be a force for good in the world  not another puppet this new field of spiritual science or unified physics  w hate ver you want to call it  is an important subject and needs to be represented in the sphere of social consciousness whether you agree with it or not there are thriving social media communities of individuals on both the resonance project and hassim harramein s facebook pages  and yet wikipedia via it s ignorant  sorry it s true  editors quickly dismiss as not notable it s notable enough for people to include the information provided by nassim haramein and the resonance project in their social media feeds  who are you to dismiss so many people s opinions people think about that if i gather the neccessary information would you be willing to help me organize it in such a manner as to pass muster of the wikipedia editorial drones ,0.0,0.0,0.0,0.0,0.0,0.0
e71372e449d48be7,speedy deletion of image ai lesson pdf  a tag has been placed on image ai lesson pdf  requesting that it be speedily deleted from wikipedia  this has been done for the following reason this is a pdf file uploaded for private use that has no usefulness for wikipedia under the criteria for speedy deletion  articles that do not meet  basic wikipedia criteria may be deleted at any time  please see the guidelines for what is generally accepted as an appropriate article  and if you can indicate why the subject of this article is appropriate  you may contest the tagging  to do this  add  on the top of the page and leave a note on the article s talk page explaining your position  please do not remove the speedy deletion tag yourself  but don t hesitate to add information to the article that would confirm its subject s notability under the guidelines for guidelines on specific types of articles  you may want to check out our criteria for biographies  for web sites  for bands  or for companies  feel free to leave a note on my talk page if you have any questions about this ,0.0,0.0,0.0,0.0,0.0,0.0
9dc447820fef94e5,  that has also occurred to me as well  perhaps based on summary style  some seperate articles can be created with some of the specific contents being merged in there  for example  demographics of edmonton a crime section will make it even larger  so some will might need to be split into another article  i agree the crime section should be created to prove it is broad in its coverage per the good article criteria  thanks for the fixes  i concur with  here  andley  what s up ,0.0,0.0,0.0,0.0,0.0,0.0
6ba38cbf591fc331, canada and the war on terrorism canada s waging its own war on terrorism  operation apollo in afghanistan  should my country be added under the primary participants or other important figures ,0.0,0.0,0.0,0.0,0.0,0.0
09862906f11a3488,i m not foolish you mother is foolish you prick and replay to me on my account not on my ip your such a nerd with acne that will probally die alone  thats a shame  thinking your all cool going on wikipedia everyday of your life and not doing anything if your a teenager that just makes it worse it has a link now and im yrs old  your probaly a year old man that lives with his mom ,0.0,1.0,0.0,1.0,0.0,1.0
c500e51eb4356266,also  show me the personal attacks ,0.0,0.0,0.0,0.0,0.0,0.0
7ee4cf34d55f1027,of course there are concerns about accidental releases of radiation  effects of radiation,0.0,0.0,0.0,0.0,0.0,0.0
09f7e0b6ca4b4704, remove the lists of stations  no one is looking for a list of train stations in canada  there s category rapid  trans it stations in canada if you really want one  according to the article  rapid  trans it is a subway  this article should only mention the three rapid  trans it systems in canada  and have a summary of each  similar to light rail in canada  also  is rapid  trans it the preferred name in canada  or do we borrow the american name subway since i ve never lived in one of these three cities  i don t know  ,0.0,0.0,0.0,0.0,0.0,0.0
06a954d624511ae6,redirect talk sligo intermediate football championship,0.0,0.0,0.0,0.0,0.0,0.0
ea147c236b03798a,further to that  your user name is ala is a scam  which is an attack in itself ,0.0,0.0,0.0,0.0,0.0,0.0
87a68fe8132b6514,november utc now listen here you commie  fight dem back article must be closed down because they are a out side group that is not a real registered group  so realy they are not real or even a proper group  they are bias  fightdemback  who is linked with fight dem back  is bias and his or her comments are based on lies  the australia first party is not a neo  nazi  party  a example of this is their support for democracy  neo  nazi s do not support democracy or trade unions  pyl isn t a a neo  nazi  group  fiightdemback is politicaly driven and must be band ,0.0,0.0,0.0,0.0,0.0,0.0
22ebd2cb332e6e88,take your grudges elsewhere ,0.0,0.0,0.0,0.0,0.0,0.0
46308926ad7b92d2,important  do you spit or swallow ,0.0,0.0,0.0,0.0,0.0,1.0
fbb5dc3aae02eddd,your blocking of me is very unfair and hurts the credibility of wikipedia ,0.0,0.0,0.0,0.0,0.0,0.0
a556ea4c35ee9e71,i will help  too ,0.0,0.0,0.0,0.0,0.0,0.0
79fc4bf0663d546f,devin pyles is  gay  ,0.0,0.0,0.0,0.0,1.0,1.0
804dddd1638301fd,exactly my point  my friend unsourced images should be removed  not selectively removed these fangirls were only removing the unsourced images which depicted benson with a boyfriend  and instead posting equally sourced images of her alone i removed the other unsourced imagery  thank you very much ,0.0,0.0,0.0,0.0,0.0,0.0
ee3c367c7ccdfb78, arguing with a source inline is not an improvement for w hate ver views aren t being mentioned  merely arguing against a source from your personal knowledge or opinion is original work  not what we do here  in particular  you miss the point by noting that carbon reductions from wind power occur wherever the wind power gets consumed  because the article is not primarily about carbon reduction  it s about how grid managers can handle intermittent power sources on the grid  the intermittencies of wind and solar power matter because the grid functions not only to generate carbon offsets but also  and primarily  to supply electricity when customers demand it  ,0.0,0.0,0.0,0.0,0.0,0.0
ec5924d82b0241ac, i thought he was singled out because he was jew ish and he mouthed off to them  that there were other passengers on board known by the hijackers to be jew s but they killed klinghoffer because he mouthed off to them  i e  it wasn t because he was jew ish they would have thrown all of the jew s overboard if that was the case ,0.0,0.0,0.0,0.0,0.0,0.0
b741db7efb5288f7,the neo  nazi s come back again after many years ,0.0,0.0,0.0,0.0,0.0,1.0
5346c32236e7bb2a,panic attacks you need to cite valid references if you are going to make changes such as the ones you made on the panic attack page  mwalla,0.0,0.0,0.0,0.0,0.0,0.0
